Survived,Pclass,Age,SibSp,Parch,Fare,female,male,C,Q,S
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,32.0,0,0,4.05171190165724,0,1,0,0,1
1.0,1,29.881137667304014,0,0,3.4242626545931514,0,1,1,0,0
0.0,3,20.0,0,0,2.188856327665703,0,1,0,0,1
0.0,2,16.0,0,0,2.4423470353692043,0,1,0,0,1
1.0,1,30.0,0,0,3.4657359027997265,1,0,1,0,0
0.0,3,34.5,0,0,2.006534770871748,0,1,1,0,0
0.0,3,17.0,0,0,2.2682524139135403,0,1,0,0,1
0.0,3,42.0,0,0,2.145931282948669,0,1,0,0,1
0.0,3,29.881137667304014,8,2,4.256321678298823,0,1,0,0,1
0.0,3,35.0,0,0,2.1855792552411137,0,1,1,0,0
0.0,2,28.0,0,1,3.5263605246161616,0,1,0,0,1
1.0,1,29.881137667304014,1,0,4.500966778400217,1,0,1,0,0
0.0,3,4.0,4,2,3.4742929367327062,0,1,0,0,1
0.0,3,74.0,0,0,2.1719067693519296,0,1,0,0,1
0.0,3,9.0,1,1,2.7878344138303452,1,0,1,0,0
1.0,1,16.0,0,1,3.6988297849671046,1,0,0,0,1
0.0,2,44.0,1,0,3.295836866004329,1,0,0,0,1
1.0,3,18.0,0,1,2.336986519711378,1,0,0,0,1
1.0,1,45.0,1,1,5.11118445372147,1,0,0,0,1
1.0,1,51.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,3,24.0,0,3,3.0085645861193133,1,0,1,0,0
0.0,3,29.881137667304014,0,0,2.1076888046179385,0,1,1,0,0
0.0,3,41.0,2,0,2.7152442616824506,0,1,0,0,1
0.0,2,21.0,1,0,2.5257286443082556,0,1,0,0,1
1.0,1,48.0,0,0,3.2932111997353943,1,0,0,0,1
0.0,3,29.881137667304014,8,2,4.256321678298823,1,0,0,0,1
0.0,2,24.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,2,42.0,0,0,2.6390573296152584,1,0,0,0,1
1.0,2,27.0,1,0,2.698558631668595,1,0,1,0,0
0.0,1,31.0,0,0,3.941500250945973,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.3513752571634776,0,1,0,0,1
1.0,3,4.0,1,1,2.495953738718064,0,1,0,0,1
0.0,3,26.0,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,47.0,1,1,3.9806942251907276,1,0,0,0,1
0.0,1,33.0,0,0,1.791759469228055,0,1,0,0,1
0.0,3,47.0,0,0,2.302585092994046,0,1,0,0,1
1.0,2,28.0,1,0,3.2188758248682006,1,0,1,0,0
1.0,3,15.0,0,0,2.1071782966514356,1,0,1,0,0
0.0,3,20.0,0,0,2.3837779082709782,0,1,0,0,1
0.0,3,19.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,56.0,0,1,4.432699549165613,1,0,1,0,0
1.0,2,25.0,0,1,3.295836866004329,1,0,0,0,1
0.0,3,33.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,22.0,0,0,2.4437981558973862,1,0,0,0,1
0.0,2,28.0,0,0,2.4423470353692043,0,1,0,0,1
0.0,3,25.0,0,0,2.0856720914304723,0,1,0,0,1
0.0,3,39.0,0,5,3.405355391810819,1,0,0,1,0
0.0,2,27.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,1,19.0,0,0,3.4339872044851463,1,0,0,0,1
0.0,3,29.881137667304014,1,2,3.196630215920881,1,0,0,0,1
1.0,1,26.0,0,0,3.4339872044851463,0,1,1,0,0
0.0,3,32.0,0,0,2.169053700369523,0,1,0,1,0
